Date,Day_Month,Quarter,Season
9/26/83,26-Sep,Q3,Fall
9/27/83,27-Sep,Q3,Fall
9/28/83,28-Sep,Q3,Fall
9/29/83,29-Sep,Q3,Fall
9/30/83,30-Sep,Q3,Fall
10/1/83,1-Oct,Q4,Fall
10/2/83,2-Oct,Q4,Fall
10/3/83,3-Oct,Q4,Fall
10/5/83,5-Oct,Q4,Fall
10/6/83,6-Oct,Q4,Fall
10/8/83,8-Oct,Q4,Fall
10/10/83,10-Oct,Q4,Fall
10/11/83,11-Oct,Q4,Fall
10/13/83,13-Oct,Q4,Fall
10/14/83,14-Oct,Q4,Fall
10/17/83,17-Oct,Q4,Fall
10/18/83,18-Oct,Q4,Fall
10/19/83,19-Oct,Q4,Fall
10/20/83,20-Oct,Q4,Fall
10/21/83,21-Oct,Q4,Fall
10/24/83,24-Oct,Q4,Fall
10/25/83,25-Oct,Q4,Fall
10/26/83,26-Oct,Q4,Fall
10/27/83,27-Oct,Q4,Fall
10/28/83,28-Oct,Q4,Fall
10/31/83,31-Oct,Q4,Fall
11/1/83,1-Nov,Q4,Fall
11/2/83,2-Nov,Q4,Fall
11/3/83,3-Nov,Q4,Fall
11/4/83,4-Nov,Q4,Fall
11/5/83,5-Nov,Q4,Fall
11/7/83,7-Nov,Q4,Fall
11/8/83,8-Nov,Q4,Fall
11/10/83,10-Nov,Q4,Fall
11/11/83,11-Nov,Q4,Fall
11/14/83,14-Nov,Q4,Fall
11/15/83,15-Nov,Q4,Fall
11/16/83,16-Nov,Q4,Fall
11/17/83,17-Nov,Q4,Fall
11/18/83,18-Nov,Q4,Fall
11/21/83,21-Nov,Q4,Fall
11/22/83,22-Nov,Q4,Fall
11/23/83,23-Nov,Q4,Fall
11/25/83,25-Nov,Q4,Fall
11/28/83,28-Nov,Q4,Fall
11/29/83,29-Nov,Q4,Fall
11/30/83,30-Nov,Q4,Fall
12/1/83,1-Dec,Q4,Winter
12/4/83,4-Dec,Q4,Winter
12/5/83,5-Dec,Q4,Winter
12/7/83,7-Dec,Q4,Winter
12/8/83,8-Dec,Q4,Winter
12/9/83,9-Dec,Q4,Winter
12/10/83,10-Dec,Q4,Winter
12/12/83,12-Dec,Q4,Winter
12/13/83,13-Dec,Q4,Winter
12/14/83,14-Dec,Q4,Winter
12/15/83,15-Dec,Q4,Winter
12/16/83,16-Dec,Q4,Winter
12/19/83,19-Dec,Q4,Winter
12/20/83,20-Dec,Q4,Winter
12/21/83,21-Dec,Q4,Winter
12/22/83,22-Dec,Q4,Winter
12/23/83,23-Dec,Q4,Winter
12/27/83,27-Dec,Q4,Winter
12/28/83,28-Dec,Q4,Winter
12/29/83,29-Dec,Q4,Winter
12/30/83,30-Dec,Q4,Winter
1/2/84,2-Jan,Q1,Winter
1/3/84,3-Jan,Q1,Winter
1/5/84,5-Jan,Q1,Winter
1/6/84,6-Jan,Q1,Winter
1/8/84,8-Jan,Q1,Winter
1/10/84,10-Jan,Q1,Winter
1/11/84,11-Jan,Q1,Winter
1/13/84,13-Jan,Q1,Winter
1/16/84,16-Jan,Q1,Winter
1/17/84,17-Jan,Q1,Winter
1/18/84,18-Jan,Q1,Winter
1/19/84,19-Jan,Q1,Winter
1/20/84,20-Jan,Q1,Winter
1/23/84,23-Jan,Q1,Winter
1/24/84,24-Jan,Q1,Winter
1/25/84,25-Jan,Q1,Winter
1/26/84,26-Jan,Q1,Winter
1/27/84,27-Jan,Q1,Winter
1/30/84,30-Jan,Q1,Winter
1/31/84,31-Jan,Q1,Winter
2/2/84,2-Feb,Q1,Winter
2/3/84,3-Feb,Q1,Winter
2/4/84,4-Feb,Q1,Winter
2/5/84,5-Feb,Q1,Winter
2/7/84,7-Feb,Q1,Winter
2/8/84,8-Feb,Q1,Winter
2/10/84,10-Feb,Q1,Winter
2/11/84,11-Feb,Q1,Winter
2/13/84,13-Feb,Q1,Winter
2/14/84,14-Feb,Q1,Winter
2/15/84,15-Feb,Q1,Winter
2/16/84,16-Feb,Q1,Winter
2/17/84,17-Feb,Q1,Winter
2/21/84,21-Feb,Q1,Winter
2/22/84,22-Feb,Q1,Winter
2/23/84,23-Feb,Q1,Winter
2/24/84,24-Feb,Q1,Winter
2/27/84,27-Feb,Q1,Winter
2/28/84,28-Feb,Q1,Winter
2/29/84,Feb-29,Q1,Winter
3/1/84,1-Mar,Q1,Spring
3/2/84,2-Mar,Q1,Spring
3/4/84,4-Mar,Q1,Spring
3/5/84,5-Mar,Q1,Spring
3/7/84,7-Mar,Q1,Spring
3/8/84,8-Mar,Q1,Spring
3/10/84,10-Mar,Q1,Spring
3/12/84,12-Mar,Q1,Spring
3/13/84,13-Mar,Q1,Spring
3/14/84,14-Mar,Q1,Spring
3/15/84,15-Mar,Q1,Spring
3/16/84,16-Mar,Q1,Spring
3/19/84,19-Mar,Q1,Spring
3/20/84,20-Mar,Q1,Spring
3/21/84,21-Mar,Q1,Spring
3/22/84,22-Mar,Q1,Spring
3/23/84,23-Mar,Q1,Spring
3/26/84,26-Mar,Q1,Spring
3/27/84,27-Mar,Q1,Spring
3/28/84,28-Mar,Q1,Spring
3/29/84,29-Mar,Q1,Spring
3/30/84,30-Mar,Q1,Spring
4/1/84,1-Apr,Q2,Spring
4/4/84,4-Apr,Q2,Spring
4/5/84,5-Apr,Q2,Spring
4/6/84,6-Apr,Q2,Spring
4/9/84,9-Apr,Q2,Spring
4/10/84,10-Apr,Q2,Spring
4/12/84,12-Apr,Q2,Spring
4/13/84,13-Apr,Q2,Spring
4/16/84,16-Apr,Q2,Spring
4/17/84,17-Apr,Q2,Spring
4/18/84,18-Apr,Q2,Spring
4/19/84,19-Apr,Q2,Spring
4/23/84,23-Apr,Q2,Spring
4/24/84,24-Apr,Q2,Spring
4/25/84,25-Apr,Q2,Spring
4/26/84,26-Apr,Q2,Spring
4/27/84,27-Apr,Q2,Spring
4/30/84,30-Apr,Q2,Spring
5/1/84,1-May,Q2,Spring
5/3/84,3-May,Q2,Spring
5/4/84,4-May,Q2,Spring
5/6/84,6-May,Q2,Spring
5/7/84,7-May,Q2,Spring
5/9/84,9-May,Q2,Spring
5/10/84,10-May,Q2,Spring
5/11/84,11-May,Q2,Spring
5/12/84,12-May,Q2,Spring
5/14/84,14-May,Q2,Spring
5/15/84,15-May,Q2,Spring
5/16/84,16-May,Q2,Spring
5/17/84,17-May,Q2,Spring
5/18/84,18-May,Q2,Spring
5/21/84,21-May,Q2,Spring
5/22/84,22-May,Q2,Spring
5/23/84,23-May,Q2,Spring
5/24/84,24-May,Q2,Spring
5/25/84,25-May,Q2,Spring
5/29/84,29-May,Q2,Spring
5/30/84,30-May,Q2,Spring
5/31/84,31-May,Q2,Spring
6/1/84,1-Jun,Q2,Summer
6/2/84,2-Jun,Q2,Summer
6/3/84,3-Jun,Q2,Summer
6/4/84,4-Jun,Q2,Summer
6/6/84,6-Jun,Q2,Summer
6/7/84,7-Jun,Q2,Summer
6/8/84,8-Jun,Q2,Summer
6/9/84,9-Jun,Q2,Summer
6/11/84,11-Jun,Q2,Summer
6/12/84,12-Jun,Q2,Summer
6/13/84,13-Jun,Q2,Summer
6/14/84,14-Jun,Q2,Summer
6/15/84,15-Jun,Q2,Summer
6/18/84,18-Jun,Q2,Summer
6/19/84,19-Jun,Q2,Summer
6/20/84,20-Jun,Q2,Summer
6/21/84,21-Jun,Q2,Summer
6/22/84,22-Jun,Q2,Summer
6/25/84,25-Jun,Q2,Summer
6/26/84,26-Jun,Q2,Summer
6/27/84,27-Jun,Q2,Summer
6/28/84,28-Jun,Q2,Summer
6/29/84,29-Jun,Q2,Summer
7/2/84,2-Jul,Q3,Summer
7/3/84,3-Jul,Q3,Summer
7/5/84,5-Jul,Q3,Summer
7/6/84,6-Jul,Q3,Summer
7/8/84,8-Jul,Q3,Summer
7/9/84,9-Jul,Q3,Summer
7/11/84,11-Jul,Q3,Summer
7/12/84,12-Jul,Q3,Summer
7/13/84,13-Jul,Q3,Summer
7/16/84,16-Jul,Q3,Summer
7/17/84,17-Jul,Q3,Summer
7/18/84,18-Jul,Q3,Summer
7/19/84,19-Jul,Q3,Summer
7/20/84,20-Jul,Q3,Summer
7/23/84,23-Jul,Q3,Summer
7/24/84,24-Jul,Q3,Summer
7/25/84,25-Jul,Q3,Summer
7/26/84,26-Jul,Q3,Summer
7/27/84,27-Jul,Q3,Summer
7/30/84,30-Jul,Q3,Summer
7/31/84,31-Jul,Q3,Summer
8/2/84,2-Aug,Q3,Summer
8/3/84,3-Aug,Q3,Summer
8/5/84,5-Aug,Q3,Summer
8/6/84,6-Aug,Q3,Summer
8/8/84,8-Aug,Q3,Summer
8/10/84,10-Aug,Q3,Summer
8/11/84,11-Aug,Q3,Summer
8/13/84,13-Aug,Q3,Summer
8/14/84,14-Aug,Q3,Summer
8/15/84,15-Aug,Q3,Summer
8/16/84,16-Aug,Q3,Summer
8/17/84,17-Aug,Q3,Summer
8/20/84,20-Aug,Q3,Summer
8/21/84,21-Aug,Q3,Summer
8/22/84,22-Aug,Q3,Summer
8/23/84,23-Aug,Q3,Summer
8/24/84,24-Aug,Q3,Summer
8/27/84,27-Aug,Q3,Summer
8/28/84,28-Aug,Q3,Summer
8/29/84,29-Aug,Q3,Summer
8/30/84,30-Aug,Q3,Summer
8/31/84,31-Aug,Q3,Summer
9/1/84,1-Sep,Q3,Fall
9/2/84,2-Sep,Q3,Fall
9/3/84,3-Sep,Q3,Fall
9/4/84,4-Sep,Q3,Fall
9/5/84,5-Sep,Q3,Fall
9/7/84,7-Sep,Q3,Fall
9/8/84,8-Sep,Q3,Fall
9/10/84,10-Sep,Q3,Fall
9/11/84,11-Sep,Q3,Fall
9/13/84,13-Sep,Q3,Fall
9/14/84,14-Sep,Q3,Fall
9/17/84,17-Sep,Q3,Fall
9/18/84,18-Sep,Q3,Fall
9/19/84,19-Sep,Q3,Fall
9/20/84,20-Sep,Q3,Fall
9/21/84,21-Sep,Q3,Fall
9/24/84,24-Sep,Q3,Fall
9/25/84,25-Sep,Q3,Fall
9/26/84,26-Sep,Q3,Fall
9/27/84,27-Sep,Q3,Fall
9/28/84,28-Sep,Q3,Fall
10/1/84,1-Oct,Q4,Fall
10/2/84,2-Oct,Q4,Fall
10/4/84,4-Oct,Q4,Fall
10/5/84,5-Oct,Q4,Fall
10/7/84,7-Oct,Q4,Fall
10/8/84,8-Oct,Q4,Fall
10/9/84,9-Oct,Q4,Fall
10/10/84,10-Oct,Q4,Fall
10/12/84,12-Oct,Q4,Fall
10/15/84,15-Oct,Q4,Fall
10/16/84,16-Oct,Q4,Fall
10/17/84,17-Oct,Q4,Fall
10/18/84,18-Oct,Q4,Fall
10/19/84,19-Oct,Q4,Fall
10/22/84,22-Oct,Q4,Fall
10/23/84,23-Oct,Q4,Fall
10/24/84,24-Oct,Q4,Fall
10/25/84,25-Oct,Q4,Fall
10/26/84,26-Oct,Q4,Fall
10/29/84,29-Oct,Q4,Fall
10/30/84,30-Oct,Q4,Fall
10/31/84,31-Oct,Q4,Fall
11/1/84,1-Nov,Q4,Fall
11/4/84,4-Nov,Q4,Fall
11/5/84,5-Nov,Q4,Fall
11/6/84,6-Nov,Q4,Fall
11/7/84,7-Nov,Q4,Fall
11/9/84,9-Nov,Q4,Fall
11/10/84,10-Nov,Q4,Fall
11/12/84,12-Nov,Q4,Fall
11/13/84,13-Nov,Q4,Fall
11/14/84,14-Nov,Q4,Fall
11/15/84,15-Nov,Q4,Fall
11/16/84,16-Nov,Q4,Fall
11/19/84,19-Nov,Q4,Fall
11/20/84,20-Nov,Q4,Fall
11/21/84,21-Nov,Q4,Fall
11/23/84,23-Nov,Q4,Fall
11/26/84,26-Nov,Q4,Fall
11/27/84,27-Nov,Q4,Fall
11/28/84,28-Nov,Q4,Fall
11/29/84,29-Nov,Q4,Fall
11/30/84,30-Nov,Q4,Fall
12/1/84,1-Dec,Q4,Winter
12/3/84,3-Dec,Q4,Winter
12/4/84,4-Dec,Q4,Winter
12/6/84,6-Dec,Q4,Winter
12/7/84,7-Dec,Q4,Winter
12/9/84,9-Dec,Q4,Winter
12/10/84,10-Dec,Q4,Winter
12/11/84,11-Dec,Q4,Winter
12/12/84,12-Dec,Q4,Winter
12/13/84,13-Dec,Q4,Winter
12/14/84,14-Dec,Q4,Winter
12/17/84,17-Dec,Q4,Winter
12/18/84,18-Dec,Q4,Winter
12/19/84,19-Dec,Q4,Winter
12/20/84,20-Dec,Q4,Winter
12/21/84,21-Dec,Q4,Winter
12/24/84,24-Dec,Q4,Winter
12/26/84,26-Dec,Q4,Winter
12/27/84,27-Dec,Q4,Winter
12/28/84,28-Dec,Q4,Winter
12/31/84,31-Dec,Q4,Winter
1/2/85,2-Jan,Q1,Winter
1/3/85,3-Jan,Q1,Winter
1/4/85,4-Jan,Q1,Winter
1/5/85,5-Jan,Q1,Winter
1/7/85,7-Jan,Q1,Winter
1/8/85,8-Jan,Q1,Winter
1/10/85,10-Jan,Q1,Winter
1/11/85,11-Jan,Q1,Winter
1/14/85,14-Jan,Q1,Winter
1/15/85,15-Jan,Q1,Winter
1/16/85,16-Jan,Q1,Winter
1/17/85,17-Jan,Q1,Winter
1/18/85,18-Jan,Q1,Winter
1/21/85,21-Jan,Q1,Winter
1/22/85,22-Jan,Q1,Winter
1/23/85,23-Jan,Q1,Winter
1/24/85,24-Jan,Q1,Winter
1/25/85,25-Jan,Q1,Winter
1/28/85,28-Jan,Q1,Winter
1/29/85,29-Jan,Q1,Winter
1/30/85,30-Jan,Q1,Winter
1/31/85,31-Jan,Q1,Winter
2/1/85,1-Feb,Q1,Winter
2/4/85,4-Feb,Q1,Winter
2/5/85,5-Feb,Q1,Winter
2/7/85,7-Feb,Q1,Winter
2/8/85,8-Feb,Q1,Winter
2/10/85,10-Feb,Q1,Winter
2/12/85,12-Feb,Q1,Winter
2/13/85,13-Feb,Q1,Winter
2/14/85,14-Feb,Q1,Winter
2/15/85,15-Feb,Q1,Winter
2/19/85,19-Feb,Q1,Winter
2/20/85,20-Feb,Q1,Winter
2/21/85,21-Feb,Q1,Winter
2/22/85,22-Feb,Q1,Winter
2/25/85,25-Feb,Q1,Winter
2/26/85,26-Feb,Q1,Winter
2/27/85,27-Feb,Q1,Winter
2/28/85,28-Feb,Q1,Winter
3/1/85,1-Mar,Q1,Spring
3/4/85,4-Mar,Q1,Spring
3/5/85,5-Mar,Q1,Spring
3/6/85,6-Mar,Q1,Spring
3/7/85,7-Mar,Q1,Spring
3/9/85,9-Mar,Q1,Spring
3/10/85,10-Mar,Q1,Spring
3/12/85,12-Mar,Q1,Spring
3/13/85,13-Mar,Q1,Spring
3/14/85,14-Mar,Q1,Spring
3/15/85,15-Mar,Q1,Spring
3/18/85,18-Mar,Q1,Spring
3/19/85,19-Mar,Q1,Spring
3/20/85,20-Mar,Q1,Spring
3/21/85,21-Mar,Q1,Spring
3/22/85,22-Mar,Q1,Spring
3/25/85,25-Mar,Q1,Spring
3/26/85,26-Mar,Q1,Spring
3/27/85,27-Mar,Q1,Spring
3/28/85,28-Mar,Q1,Spring
3/29/85,29-Mar,Q1,Spring
4/1/85,1-Apr,Q2,Spring
4/2/85,2-Apr,Q2,Spring
4/3/85,3-Apr,Q2,Spring
4/4/85,4-Apr,Q2,Spring
4/6/85,6-Apr,Q2,Spring
4/9/85,9-Apr,Q2,Spring
4/10/85,10-Apr,Q2,Spring
4/11/85,11-Apr,Q2,Spring
4/12/85,12-Apr,Q2,Spring
4/15/85,15-Apr,Q2,Spring
4/16/85,16-Apr,Q2,Spring
4/17/85,17-Apr,Q2,Spring
4/18/85,18-Apr,Q2,Spring
4/19/85,19-Apr,Q2,Spring
4/22/85,22-Apr,Q2,Spring
4/23/85,23-Apr,Q2,Spring
4/24/85,24-Apr,Q2,Spring
4/25/85,25-Apr,Q2,Spring
4/26/85,26-Apr,Q2,Spring
4/29/85,29-Apr,Q2,Spring
4/30/85,30-Apr,Q2,Spring
5/2/85,2-May,Q2,Spring
5/3/85,3-May,Q2,Spring
5/6/85,6-May,Q2,Spring
5/7/85,7-May,Q2,Spring
5/8/85,8-May,Q2,Spring
5/9/85,9-May,Q2,Spring
5/11/85,11-May,Q2,Spring
5/12/85,12-May,Q2,Spring
5/13/85,13-May,Q2,Spring
5/14/85,14-May,Q2,Spring
5/15/85,15-May,Q2,Spring
5/16/85,16-May,Q2,Spring
5/17/85,17-May,Q2,Spring
5/20/85,20-May,Q2,Spring
5/21/85,21-May,Q2,Spring
5/22/85,22-May,Q2,Spring
5/23/85,23-May,Q2,Spring
5/24/85,24-May,Q2,Spring
5/28/85,28-May,Q2,Spring
5/29/85,29-May,Q2,Spring
5/30/85,30-May,Q2,Spring
5/31/85,31-May,Q2,Spring
6/2/85,2-Jun,Q2,Summer
6/3/85,3-Jun,Q2,Summer
6/5/85,5-Jun,Q2,Summer
6/6/85,6-Jun,Q2,Summer
6/8/85,8-Jun,Q2,Summer
6/9/85,9-Jun,Q2,Summer
6/11/85,11-Jun,Q2,Summer
6/12/85,12-Jun,Q2,Summer
6/13/85,13-Jun,Q2,Summer
6/14/85,14-Jun,Q2,Summer
6/17/85,17-Jun,Q2,Summer
6/18/85,18-Jun,Q2,Summer
6/19/85,19-Jun,Q2,Summer
6/20/85,20-Jun,Q2,Summer
6/21/85,21-Jun,Q2,Summer
6/24/85,24-Jun,Q2,Summer
6/25/85,25-Jun,Q2,Summer
6/26/85,26-Jun,Q2,Summer
6/27/85,27-Jun,Q2,Summer
6/28/85,28-Jun,Q2,Summer
7/1/85,1-Jul,Q3,Summer
7/2/85,2-Jul,Q3,Summer
7/3/85,3-Jul,Q3,Summer
7/5/85,5-Jul,Q3,Summer
7/6/85,6-Jul,Q3,Summer
7/8/85,8-Jul,Q3,Summer
7/10/85,10-Jul,Q3,Summer
7/11/85,11-Jul,Q3,Summer
7/15/85,15-Jul,Q3,Summer
7/16/85,16-Jul,Q3,Summer
7/17/85,17-Jul,Q3,Summer
7/18/85,18-Jul,Q3,Summer
7/19/85,19-Jul,Q3,Summer
7/22/85,22-Jul,Q3,Summer
7/23/85,23-Jul,Q3,Summer
7/24/85,24-Jul,Q3,Summer
7/25/85,25-Jul,Q3,Summer
7/26/85,26-Jul,Q3,Summer
7/29/85,29-Jul,Q3,Summer
7/30/85,30-Jul,Q3,Summer
7/31/85,31-Jul,Q3,Summer
8/1/85,1-Aug,Q3,Summer
8/2/85,2-Aug,Q3,Summer
8/3/85,3-Aug,Q3,Summer
8/4/85,4-Aug,Q3,Summer
8/5/85,5-Aug,Q3,Summer
8/7/85,7-Aug,Q3,Summer
8/8/85,8-Aug,Q3,Summer
8/10/85,10-Aug,Q3,Summer
8/11/85,11-Aug,Q3,Summer
8/13/85,13-Aug,Q3,Summer
8/14/85,14-Aug,Q3,Summer
8/15/85,15-Aug,Q3,Summer
8/16/85,16-Aug,Q3,Summer
8/19/85,19-Aug,Q3,Summer
8/20/85,20-Aug,Q3,Summer
8/21/85,21-Aug,Q3,Summer
8/22/85,22-Aug,Q3,Summer
8/23/85,23-Aug,Q3,Summer
8/26/85,26-Aug,Q3,Summer
8/27/85,27-Aug,Q3,Summer
8/28/85,28-Aug,Q3,Summer
8/29/85,29-Aug,Q3,Summer
8/30/85,30-Aug,Q3,Summer
9/1/85,1-Sep,Q3,Fall
9/4/85,4-Sep,Q3,Fall
9/5/85,5-Sep,Q3,Fall
9/7/85,7-Sep,Q3,Fall
9/8/85,8-Sep,Q3,Fall
9/9/85,9-Sep,Q3,Fall
9/10/85,10-Sep,Q3,Fall
9/12/85,12-Sep,Q3,Fall
9/13/85,13-Sep,Q3,Fall
9/16/85,16-Sep,Q3,Fall
9/17/85,17-Sep,Q3,Fall
9/18/85,18-Sep,Q3,Fall
9/19/85,19-Sep,Q3,Fall
9/20/85,20-Sep,Q3,Fall
9/23/85,23-Sep,Q3,Fall
9/24/85,24-Sep,Q3,Fall
9/25/85,25-Sep,Q3,Fall
9/26/85,26-Sep,Q3,Fall
9/30/85,30-Sep,Q3,Fall
10/1/85,1-Oct,Q4,Fall
10/4/85,4-Oct,Q4,Fall
10/5/85,5-Oct,Q4,Fall
10/6/85,6-Oct,Q4,Fall
10/7/85,7-Oct,Q4,Fall
10/9/85,9-Oct,Q4,Fall
10/10/85,10-Oct,Q4,Fall
10/12/85,12-Oct,Q4,Fall
10/14/85,14-Oct,Q4,Fall
10/15/85,15-Oct,Q4,Fall
10/16/85,16-Oct,Q4,Fall
10/17/85,17-Oct,Q4,Fall
10/18/85,18-Oct,Q4,Fall
10/21/85,21-Oct,Q4,Fall
10/22/85,22-Oct,Q4,Fall
10/23/85,23-Oct,Q4,Fall
10/24/85,24-Oct,Q4,Fall
10/25/85,25-Oct,Q4,Fall
10/28/85,28-Oct,Q4,Fall
10/29/85,29-Oct,Q4,Fall
10/30/85,30-Oct,Q4,Fall
10/31/85,31-Oct,Q4,Fall
11/1/85,1-Nov,Q4,Fall
11/2/85,2-Nov,Q4,Fall
11/3/85,3-Nov,Q4,Fall
11/4/85,4-Nov,Q4,Fall
11/6/85,6-Nov,Q4,Fall
11/7/85,7-Nov,Q4,Fall
11/9/85,9-Nov,Q4,Fall
11/10/85,10-Nov,Q4,Fall
11/11/85,11-Nov,Q4,Fall
11/12/85,12-Nov,Q4,Fall
11/13/85,13-Nov,Q4,Fall
11/14/85,14-Nov,Q4,Fall
11/15/85,15-Nov,Q4,Fall
11/18/85,18-Nov,Q4,Fall
11/19/85,19-Nov,Q4,Fall
11/20/85,20-Nov,Q4,Fall
11/21/85,21-Nov,Q4,Fall
11/22/85,22-Nov,Q4,Fall
11/25/85,25-Nov,Q4,Fall
11/26/85,26-Nov,Q4,Fall
11/27/85,27-Nov,Q4,Fall
11/29/85,29-Nov,Q4,Fall
12/2/85,2-Dec,Q4,Winter
12/3/85,3-Dec,Q4,Winter
12/4/85,4-Dec,Q4,Winter
12/6/85,6-Dec,Q4,Winter
12/7/85,7-Dec,Q4,Winter
12/8/85,8-Dec,Q4,Winter
12/9/85,9-Dec,Q4,Winter
12/11/85,11-Dec,Q4,Winter
12/12/85,12-Dec,Q4,Winter
12/13/85,13-Dec,Q4,Winter
12/16/85,16-Dec,Q4,Winter
12/17/85,17-Dec,Q4,Winter
12/18/85,18-Dec,Q4,Winter
12/19/85,19-Dec,Q4,Winter
12/20/85,20-Dec,Q4,Winter
12/23/85,23-Dec,Q4,Winter
12/24/85,24-Dec,Q4,Winter
12/26/85,26-Dec,Q4,Winter
12/27/85,27-Dec,Q4,Winter
12/30/85,30-Dec,Q4,Winter
12/31/85,31-Dec,Q4,Winter
1/4/86,4-Jan,Q1,Winter
1/5/86,5-Jan,Q1,Winter
1/7/86,7-Jan,Q1,Winter
1/8/86,8-Jan,Q1,Winter
1/10/86,10-Jan,Q1,Winter
1/12/86,12-Jan,Q1,Winter
1/13/86,13-Jan,Q1,Winter
1/14/86,14-Jan,Q1,Winter
1/15/86,15-Jan,Q1,Winter
1/16/86,16-Jan,Q1,Winter
1/17/86,17-Jan,Q1,Winter
1/20/86,20-Jan,Q1,Winter
1/21/86,21-Jan,Q1,Winter
1/22/86,22-Jan,Q1,Winter
1/23/86,23-Jan,Q1,Winter
1/24/86,24-Jan,Q1,Winter
1/27/86,27-Jan,Q1,Winter
1/28/86,28-Jan,Q1,Winter
1/29/86,29-Jan,Q1,Winter
1/30/86,30-Jan,Q1,Winter
1/31/86,31-Jan,Q1,Winter
2/1/86,1-Feb,Q1,Winter
2/4/86,4-Feb,Q1,Winter
2/5/86,5-Feb,Q1,Winter
2/6/86,6-Feb,Q1,Winter
2/7/86,7-Feb,Q1,Winter
2/9/86,9-Feb,Q1,Winter
2/10/86,10-Feb,Q1,Winter
2/12/86,12-Feb,Q1,Winter
2/13/86,13-Feb,Q1,Winter
2/14/86,14-Feb,Q1,Winter
2/18/86,18-Feb,Q1,Winter
2/19/86,19-Feb,Q1,Winter
2/20/86,20-Feb,Q1,Winter
2/21/86,21-Feb,Q1,Winter
2/24/86,24-Feb,Q1,Winter
2/25/86,25-Feb,Q1,Winter
2/26/86,26-Feb,Q1,Winter
2/27/86,27-Feb,Q1,Winter
2/28/86,28-Feb,Q1,Winter
3/1/86,1-Mar,Q1,Spring
3/2/86,2-Mar,Q1,Spring
3/3/86,3-Mar,Q1,Spring
3/4/86,4-Mar,Q1,Spring
3/6/86,6-Mar,Q1,Spring
3/7/86,7-Mar,Q1,Spring
3/9/86,9-Mar,Q1,Spring
3/10/86,10-Mar,Q1,Spring
3/11/86,11-Mar,Q1,Spring
3/12/86,12-Mar,Q1,Spring
3/13/86,13-Mar,Q1,Spring
3/14/86,14-Mar,Q1,Spring
3/17/86,17-Mar,Q1,Spring
3/18/86,18-Mar,Q1,Spring
3/19/86,19-Mar,Q1,Spring
3/20/86,20-Mar,Q1,Spring
3/21/86,21-Mar,Q1,Spring
3/24/86,24-Mar,Q1,Spring
3/25/86,25-Mar,Q1,Spring
3/26/86,26-Mar,Q1,Spring
3/27/86,27-Mar,Q1,Spring
3/31/86,31-Mar,Q1,Spring
4/2/86,2-Apr,Q2,Spring
4/3/86,3-Apr,Q2,Spring
4/4/86,4-Apr,Q2,Spring
4/6/86,6-Apr,Q2,Spring
4/8/86,8-Apr,Q2,Spring
4/9/86,9-Apr,Q2,Spring
4/11/86,11-Apr,Q2,Spring
4/12/86,12-Apr,Q2,Spring
4/14/86,14-Apr,Q2,Spring
4/15/86,15-Apr,Q2,Spring
4/16/86,16-Apr,Q2,Spring
4/17/86,17-Apr,Q2,Spring
4/18/86,18-Apr,Q2,Spring
4/21/86,21-Apr,Q2,Spring
4/22/86,22-Apr,Q2,Spring
4/23/86,23-Apr,Q2,Spring
4/24/86,24-Apr,Q2,Spring
4/25/86,25-Apr,Q2,Spring
4/28/86,28-Apr,Q2,Spring
4/29/86,29-Apr,Q2,Spring
4/30/86,30-Apr,Q2,Spring
5/2/86,2-May,Q2,Spring
5/3/86,3-May,Q2,Spring
5/5/86,5-May,Q2,Spring
5/6/86,6-May,Q2,Spring
5/8/86,8-May,Q2,Spring
5/9/86,9-May,Q2,Spring
5/11/86,11-May,Q2,Spring
5/12/86,12-May,Q2,Spring
5/13/86,13-May,Q2,Spring
5/14/86,14-May,Q2,Spring
5/15/86,15-May,Q2,Spring
5/16/86,16-May,Q2,Spring
5/19/86,19-May,Q2,Spring
5/20/86,20-May,Q2,Spring
5/21/86,21-May,Q2,Spring
5/22/86,22-May,Q2,Spring
5/23/86,23-May,Q2,Spring
5/27/86,27-May,Q2,Spring
5/28/86,28-May,Q2,Spring
5/29/86,29-May,Q2,Spring
5/30/86,30-May,Q2,Spring
6/1/86,1-Jun,Q2,Summer
6/2/86,2-Jun,Q2,Summer
6/3/86,3-Jun,Q2,Summer
6/5/86,5-Jun,Q2,Summer
6/6/86,6-Jun,Q2,Summer
6/8/86,8-Jun,Q2,Summer
6/10/86,10-Jun,Q2,Summer
6/11/86,11-Jun,Q2,Summer
6/13/86,13-Jun,Q2,Summer
6/16/86,16-Jun,Q2,Summer
6/17/86,17-Jun,Q2,Summer
6/18/86,18-Jun,Q2,Summer
6/19/86,19-Jun,Q2,Summer
6/20/86,20-Jun,Q2,Summer
6/23/86,23-Jun,Q2,Summer
6/24/86,24-Jun,Q2,Summer
6/25/86,25-Jun,Q2,Summer
6/26/86,26-Jun,Q2,Summer
6/27/86,27-Jun,Q2,Summer
6/30/86,30-Jun,Q2,Summer
7/1/86,1-Jul,Q3,Summer
7/2/86,2-Jul,Q3,Summer
7/3/86,3-Jul,Q3,Summer
7/4/86,4-Jul,Q3,Summer
7/5/86,5-Jul,Q3,Summer
7/7/86,7-Jul,Q3,Summer
7/8/86,8-Jul,Q3,Summer
7/10/86,10-Jul,Q3,Summer
